"county","region","year","quarter","month","yearandmonth","homicide_unsuc","offences_against_the_person_unsuc","sexual_offences_unsuc","burglary_unsuc","robbery_unsuc","theft_and_handling_unsuc","fraud_and_forgery_unsuc","criminal_damage_unsuc","drugs_offences_unsuc","public_order_offences_unsuc","all_other_offences__excluding_motoring__unsuc","motoring_offences_unsuc","admin_finalised_unsuc"
"North Yorkshire","Nortth","2015","Q2 2015","jun",2015-06-01,1,18,0,1,1,8,3,6,5,6,2,11,13
"Nottinghamshire","East","2015","Q2 2015","jun",2015-06-01,0,87,7,3,2,14,1,20,8,13,11,21,23
"South Wales","West","2015","Q2 2015","jun",2015-06-01,0,106,12,10,3,19,3,8,10,23,2,57,8
"South Yorkshire","North","2015","Q2 2015","jun",2015-06-01,0,89,1,7,2,26,4,14,3,19,2,22,11
"Staffordshire","West","2015","Q2 2015","jun",2015-06-01,0,62,3,8,0,10,5,10,0,10,5,53,30
"Suffolk","East","2015","Q2 2015","jun",2015-06-01,0,33,1,4,1,8,1,12,2,9,1,15,11
"Surrey","South","2015","Q2 2015","jun",2015-06-01,0,50,4,1,0,12,0,10,9,5,6,7,10
"Sussex","South","2015","Q2 2015","jun",2015-06-01,0,87,11,2,0,21,5,13,8,15,9,45,29
"Thames Valley","South","2015","Q2 2015","jun",2015-06-01,0,145,25,18,3,32,3,10,10,28,27,57,27
"Warwickshire","West","2015","Q2 2015","jun",2015-06-01,0,21,1,0,1,5,0,6,0,2,2,19,22
"West Mercia","West","2015","Q2 2015","jun",2015-06-01,0,54,5,4,2,10,1,9,0,11,0,21,18
"West Midlands","West","2015","Q2 2015","jun",2015-06-01,3,190,21,21,10,45,5,21,10,23,13,82,89
"West Yorkshire","North","2015","Q2 2015","jun",2015-06-01,1,187,24,17,5,42,9,25,10,34,5,85,34
"Wiltshire","West","2015","Q2 2015","jun",2015-06-01,0,16,0,3,0,1,3,4,0,7,0,7,4
"National","All","2015","Q3 2015","jul",2015-07-01,16,3547,437,288,144,866,150,449,294,725,387,1585,1051
"Avon and Somerset","West","2015","Q3 2015","jul",2015-07-01,0,89,18,1,1,16,3,11,12,19,15,40,24
"Bedfordshire","East","2015","Q3 2015","jul",2015-07-01,0,26,3,2,0,5,1,6,3,9,8,7,21
"Cambridgeshire","East","2015","Q3 2015","jul",2015-07-01,0,30,2,3,5,10,1,6,3,3,7,8,20
"Cheshire","North","2015","Q3 2015","jul",2015-07-01,0,44,3,4,1,13,1,5,2,14,5,15,8
"Cleveland","North","2015","Q3 2015","jul",2015-07-01,0,40,7,4,3,17,0,11,2,23,7,6,6
"Cumbria","North","2015","Q3 2015","jul",2015-07-01,0,18,1,2,0,6,1,1,4,2,3,15,2
"Derbyshire","East","2015","Q3 2015","jul",2015-07-01,0,59,3,2,3,21,4,10,5,11,6,22,16
"Devon and Cornwall","West","2015","Q3 2015","jul",2015-07-01,0,53,1,0,0,9,2,6,3,16,16,22,20
"Dorset","West","2015","Q3 2015","jul",2015-07-01,0,41,5,3,0,6,0,5,2,7,1,13,15
"Durham","North","2015","Q3 2015","jul",2015-07-01,0,39,10,2,0,13,1,8,0,5,2,6,3
"Dyfed Powys","West","2015","Q3 2015","jul",2015-07-01,0,40,7,2,0,2,1,5,4,5,1,21,9
"Essex","East","2015","Q3 2015","jul",2015-07-01,0,123,17,10,12,16,5,10,9,6,13,70,41
"Gloucestershire","West","2015","Q3 2015","jul",2015-07-01,0,28,0,1,0,4,0,5,1,2,4,3,7
"GreaterManchester","North","2015","Q3 2015","jul",2015-07-01,1,167,35,6,7,33,5,24,19,48,15,81,34
"Gwent","West","2015","Q3 2015","jul",2015-07-01,0,43,2,9,1,6,2,8,6,7,8,7,6
"Hampshire","South","2015","Q3 2015","jul",2015-07-01,0,77,16,5,5,26,3,11,4,15,8,46,20
"Hertfordshire","East","2015","Q3 2015","jul",2015-07-01,0,53,2,5,3,19,3,15,6,11,6,29,39
"Humberside","North","2015","Q3 2015","jul",2015-07-01,0,29,11,1,1,11,4,0,3,9,1,23,13
"Kent","South","2015","Q3 2015","jul",2015-07-01,1,100,15,12,7,44,4,12,7,13,18,26,29
"Lancashire","North","2015","Q3 2015","jul",2015-07-01,1,66,14,27,3,22,4,17,2,19,16,40,13
"Leicestershire","East","2015","Q3 2015","jul",2015-07-01,0,38,7,6,1,8,0,9,4,2,2,23,15
"Lincolnshire","East","2015","Q3 2015","jul",2015-07-01,0,36,3,1,2,3,2,4,3,6,13,19,14
"Merseyside","North","2015","Q3 2015","jul",2015-07-01,1,83,10,4,1,13,6,7,7,16,5,25,15
"Metropolitan and City","South","2015","Q3 2015","jul",2015-07-01,2,823,88,72,56,206,48,77,93,142,108,456,287
"Norfolk","East","2015","Q3 2015","jul",2015-07-01,0,56,1,2,1,7,1,11,4,10,2,14,5
"Northamptonshire","East","2015","Q3 2015","jul",2015-07-01,0,32,4,4,1,7,0,5,4,7,2,16,17
"Northumbria","North","2015","Q3 2015","jul",2015-07-01,0,120,14,5,0,51,10,29,5,52,9,50,21
"North Wales","North","2015","Q3 2015","jul",2015-07-01,0,57,6,6,3,9,2,9,3,8,1,18,4
"North Yorkshire","Nortth","2015","Q3 2015","jul",2015-07-01,0,24,1,2,1,9,1,6,2,7,0,15,6
"Nottinghamshire","East","2015","Q3 2015","jul",2015-07-01,2,88,3,8,2,24,2,11,3,46,23,16,22
"South Wales","West","2015","Q3 2015","jul",2015-07-01,0,139,17,8,2,23,6,10,9,28,2,52,18
"South Yorkshire","North","2015","Q3 2015","jul",2015-07-01,2,65,3,2,0,21,1,6,5,13,4,30,14
"Staffordshire","West","2015","Q3 2015","jul",2015-07-01,1,54,5,8,1,13,5,4,6,7,6,43,31
"Suffolk","East","2015","Q3 2015","jul",2015-07-01,0,39,0,3,0,8,1,4,1,5,2,16,4
"Surrey","South","2015","Q3 2015","jul",2015-07-01,0,73,9,1,0,8,2,3,4,6,3,23,12
"Sussex","South","2015","Q3 2015","jul",2015-07-01,0,91,11,6,3,24,2,8,5,25,5,26,23
"Thames Valley","South","2015","Q3 2015","jul",2015-07-01,1,109,32,11,4,28,6,10,8,23,13,26,29
"Warwickshire","West","2015","Q3 2015","jul",2015-07-01,0,13,1,1,0,5,1,3,1,4,2,19,6
"West Mercia","West","2015","Q3 2015","jul",2015-07-01,0,53,9,3,0,11,1,7,1,6,2,36,17
"West Midlands","West","2015","Q3 2015","jul",2015-07-01,3,219,17,17,6,58,1,30,15,34,17,94,104
"West Yorkshire","North","2015","Q3 2015","jul",2015-07-01,1,158,21,16,7,24,6,16,11,30,5,59,37
"Wiltshire","West","2015","Q3 2015","jul",2015-07-01,0,12,3,1,1,7,1,4,3,4,1,9,4
"National","All","2015","Q3 2015","aug",2015-08-01,22,3052,356,194,112,763,127,363,230,602,297,1432,781
"Avon and Somerset","West","2015","Q3 2015","aug",2015-08-01,0,87,21,3,6,18,2,9,3,10,5,29,32
"Bedfordshire","East","2015","Q3 2015","aug",2015-08-01,0,29,1,1,1,9,1,1,1,1,3,9,17
"Cambridgeshire","East","2015","Q3 2015","aug",2015-08-01,0,15,3,0,0,7,2,2,0,3,0,10,12
"Cheshire","North","2015","Q3 2015","aug",2015-08-01,0,48,8,2,0,8,0,7,2,8,0,33,5
"Cleveland","North","2015","Q3 2015","aug",2015-08-01,0,29,8,5,0,16,6,2,1,12,8,6,9
"Cumbria","North","2015","Q3 2015","aug",2015-08-01,0,12,3,0,0,5,0,3,1,3,1,5,3
"Derbyshire","East","2015","Q3 2015","aug",2015-08-01,0,48,1,2,2,22,1,12,1,11,7,10,17
"Devon and Cornwall","West","2015","Q3 2015","aug",2015-08-01,1,58,4,3,3,7,3,11,2,11,23,16,13
"Dorset","West","2015","Q3 2015","aug",2015-08-01,0,23,3,1,0,3,0,7,4,4,2,15,13
"Durham","North","2015","Q3 2015","aug",2015-08-01,0,20,2,2,0,10,2,6,0,8,6,11,5
"Dyfed Powys","West","2015","Q3 2015","aug",2015-08-01,0,31,3,0,0,7,0,4,4,5,1,15,7
"Essex","East","2015","Q3 2015","aug",2015-08-01,0,64,11,4,1,10,3,3,6,7,8,36,13
"Gloucestershire","West","2015","Q3 2015","aug",2015-08-01,0,27,0,4,0,4,1,5,0,2,0,5,7
"GreaterManchester","North","2015","Q3 2015","aug",2015-08-01,0,125,21,4,5,21,7,10,12,19,16,73,42
"Gwent","West","2015","Q3 2015","aug",2015-08-01,0,32,2,2,0,7,1,8,0,12,0,6,3
"Hampshire","South","2015","Q3 2015","aug",2015-08-01,0,73,22,0,1,21,7,8,11,10,7,39,12
"Hertfordshire","East","2015","Q3 2015","aug",2015-08-01,0,47,2,5,0,18,3,5,1,6,6,18,15
"Humberside","North","2015","Q3 2015","aug",2015-08-01,0,33,14,4,3,8,2,2,4,7,0,14,2
"Kent","South","2015","Q3 2015","aug",2015-08-01,0,76,7,0,1,32,4,8,5,21,9,29,24
"Lancashire","North","2015","Q3 2015","aug",2015-08-01,0,85,10,4,4,12,4,15,8,17,9,55,15
"Leicestershire","East","2015","Q3 2015","aug",2015-08-01,0,40,7,6,0,9,1,5,9,6,2,32,12
"Lincolnshire","East","2015","Q3 2015","aug",2015-08-01,1,32,1,3,0,13,2,4,4,7,3,34,10
"Merseyside","North","2015","Q3 2015","aug",2015-08-01,0,70,9,3,5,11,5,8,11,22,6,13,13
"Metropolitan and City","South","2015","Q3 2015","aug",2015-08-01,11,740,51,38,30,165,27,78,54,122,94,438,212
"Norfolk","East","2015","Q3 2015","aug",2015-08-01,0,54,1,5,0,4,0,6,4,14,8,20,11
"Northamptonshire","East","2015","Q3 2015","aug",2015-08-01,0,45,9,7,1,24,4,9,0,11,2,25,11
"Northumbria","North","2015","Q3 2015","aug",2015-08-01,0,103,16,13,5,30,1,25,5,36,7,51,11
"North Wales","North","2015","Q3 2015","aug",2015-08-01,0,39,10,1,0,12,3,5,4,2,1,12,3
"North Yorkshire","Nortth","2015","Q3 2015","aug",2015-08-01,1,20,1,2,3,5,0,1,1,11,0,8,6
"Nottinghamshire","East","2015","Q3 2015","aug",2015-08-01,0,82,5,7,1,36,8,11,8,22,12,23,11
"South Wales","West","2015","Q3 2015","aug",2015-08-01,0,104,13,7,7,14,1,10,3,24,3,69,14
"South Yorkshire","North","2015","Q3 2015","aug",2015-08-01,0,77,4,6,1,20,0,15,2,14,2,22,17
"Staffordshire","West","2015","Q3 2015","aug",2015-08-01,0,29,2,7,0,12,0,6,3,6,6,45,15
"Suffolk","East","2015","Q3 2015","aug",2015-08-01,0,31,0,0,0,7,0,4,1,7,1,5,4
"Surrey","South","2015","Q3 2015","aug",2015-08-01,0,50,0,2,0,12,1,2,1,11,3,12,12
"Sussex","South","2015","Q3 2015","aug",2015-08-01,0,69,10,4,3,7,4,4,7,11,6,17,22
"Thames Valley","South","2015","Q3 2015","aug",2015-08-01,0,104,22,8,9,26,2,7,13,22,9,24,24
"Warwickshire","West","2015","Q3 2015","aug",2015-08-01,0,21,2,0,1,9,3,0,1,4,2,5,1
"West Mercia","West","2015","Q3 2015","aug",2015-08-01,1,46,3,3,1,6,3,2,4,4,4,17,9
"West Midlands","West","2015","Q3 2015","aug",2015-08-01,1,185,17,14,13,51,6,20,16,39,11,76,46
"West Yorkshire","North","2015","Q3 2015","aug",2015-08-01,6,131,23,11,5,32,6,10,12,22,4,46,45
"Wiltshire","West","2015","Q3 2015","aug",2015-08-01,0,18,4,1,0,13,1,3,1,8,0,4,6
"National","All","2015","Q3 2015","sep",2015-09-01,23,3443,376,260,140,825,143,413,290,647,381,1725,927
"Avon and Somerset","West","2015","Q3 2015","sep",2015-09-01,0,85,14,6,1,18,0,18,2,11,16,67,37
"Bedfordshire","East","2015","Q3 2015","sep",2015-09-01,0,24,0,2,3,6,2,6,5,3,3,8,21
"Cambridgeshire","East","2015","Q3 2015","sep",2015-09-01,0,27,0,4,1,8,1,4,1,5,6,5,10
"Cheshire","North","2015","Q3 2015","sep",2015-09-01,0,58,10,8,1,7,2,6,7,7,1,23,11
"Cleveland","North","2015","Q3 2015","sep",2015-09-01,1,52,2,8,1,21,0,6,2,16,7,9,12
"Cumbria","North","2015","Q3 2015","sep",2015-09-01,0,17,1,0,0,4,1,3,1,3,0,11,0
"Derbyshire","East","2015","Q3 2015","sep",2015-09-01,0,54,2,2,1,24,3,11,4,5,3,13,11
"Devon and Cornwall","West","2015","Q3 2015","sep",2015-09-01,1,57,1,5,4,12,5,8,9,15,22,22,17
"Dorset","West","2015","Q3 2015","sep",2015-09-01,0,37,5,3,1,11,1,5,0,8,3,14,16
"Durham","North","2015","Q3 2015","sep",2015-09-01,0,40,2,8,0,13,2,13,1,5,4,5,5
"Dyfed Powys","West","2015","Q3 2015","sep",2015-09-01,1,30,2,3,0,8,0,3,4,5,0,18,3
"Essex","East","2015","Q3 2015","sep",2015-09-01,2,141,24,11,3,24,1,10,6,14,4,84,16
"Gloucestershire","West","2015","Q3 2015","sep",2015-09-01,0,30,1,4,0,4,1,3,2,4,5,6,3
"GreaterManchester","North","2015","Q3 2015","sep",2015-09-01,0,161,24,11,20,17,6,11,12,32,12,75,63
"Gwent","West","2015","Q3 2015","sep",2015-09-01,0,25,2,1,2,6,1,2,2,8,0,4,3
"Hampshire","South","2015","Q3 2015","sep",2015-09-01,0,65,19,4,1,23,2,8,5,16,2,36,15
"Hertfordshire","East","2015","Q3 2015","sep",2015-09-01,0,73,2,5,7,24,1,6,2,5,5,43,17
"Humberside","North","2015","Q3 2015","sep",2015-09-01,0,30,17,1,1,7,1,8,1,4,1,29,9
"Kent","South","2015","Q3 2015","sep",2015-09-01,3,68,12,9,4,31,2,11,5,14,12,28,55
"Lancashire","North","2015","Q3 2015","sep",2015-09-01,0,77,10,7,2,12,2,9,9,15,12,52,22
"Leicestershire","East","2015","Q3 2015","sep",2015-09-01,0,35,3,4,2,14,2,5,9,8,3,38,10
"Lincolnshire","East","2015","Q3 2015","sep",2015-09-01,1,24,1,1,1,7,4,3,2,2,4,23,6
"Merseyside","North","2015","Q3 2015","sep",2015-09-01,1,108,8,3,3,14,3,5,14,23,18,33,8
"Metropolitan and City","South","2015","Q3 2015","sep",2015-09-01,2,766,76,48,37,152,40,57,70,128,120,491,253
"Norfolk","East","2015","Q3 2015","sep",2015-09-01,0,73,0,0,2,6,0,10,0,10,0,16,7
"Northamptonshire","East","2015","Q3 2015","sep",2015-09-01,0,55,3,2,3,17,5,5,0,9,0,30,12
"Northumbria","North","2015","Q3 2015","sep",2015-09-01,1,103,6,11,3,34,3,23,6,37,11,53,34
"North Wales","North","2015","Q3 2015","sep",2015-09-01,0,41,3,2,0,6,3,7,5,5,1,25,6
"North Yorkshire","Nortth","2015","Q3 2015","sep",2015-09-01,1,25,1,5,0,7,1,8,3,6,2,11,4
"Nottinghamshire","East","2015","Q3 2015","sep",2015-09-01,8,77,4,6,2,31,2,11,9,13,10,33,20
"South Wales","West","2015","Q3 2015","sep",2015-09-01,0,93,10,13,3,15,0,14,9,27,0,40,17
"South Yorkshire","North","2015","Q3 2015","sep",2015-09-01,0,79,3,1,4,25,6,20,7,15,7,21,17
"Staffordshire","West","2015","Q3 2015","sep",2015-09-01,0,62,9,6,4,14,2,7,4,13,8,49,8
"Suffolk","East","2015","Q3 2015","sep",2015-09-01,0,26,1,1,0,4,0,5,3,8,3,10,10
"Surrey","South","2015","Q3 2015","sep",2015-09-01,0,43,4,7,0,4,0,6,9,5,3,17,11
"Sussex","South","2015","Q3 2015","sep",2015-09-01,0,76,13,4,1,22,5,4,8,19,5,32,26
"Thames Valley","South","2015","Q3 2015","sep",2015-09-01,0,149,18,11,6,39,5,16,12,30,16,51,24
"Warwickshire","West","2015","Q3 2015","sep",2015-09-01,0,22,2,0,0,6,0,2,1,2,4,8,11
"West Mercia","West","2015","Q3 2015","sep",2015-09-01,0,52,14,1,0,19,2,8,3,7,8,34,8
"West Midlands","West","2015","Q3 2015","sep",2015-09-01,0,175,19,13,13,67,14,23,16,47,23,91,50
"West Yorkshire","North","2015","Q3 2015","sep",2015-09-01,1,177,25,16,3,40,9,19,20,30,16,60,33
"Wiltshire","West","2015","Q3 2015","sep",2015-09-01,0,31,3,3,0,2,3,4,0,8,1,7,6
"National","All","2015","Q4 2015","oct",2015-10-01,21,3509,352,248,102,881,163,424,319,696,161,1605,920
"Avon and Somerset","West","2015","Q4 2015","oct",2015-10-01,1,92,15,5,0,15,6,8,7,17,3,32,45
"Bedfordshire","East","2015","Q4 2015","oct",2015-10-01,0,32,2,2,1,8,0,6,0,4,3,7,11
"Cambridgeshire","East","2015","Q4 2015","oct",2015-10-01,0,33,1,0,2,6,1,2,4,3,0,16,8
"Cheshire","North","2015","Q4 2015","oct",2015-10-01,0,51,6,9,0,18,0,7,5,11,4,36,2
"Cleveland","North","2015","Q4 2015","oct",2015-10-01,0,49,4,11,0,20,2,13,9,17,1,9,13
"Cumbria","North","2015","Q4 2015","oct",2015-10-01,0,17,2,0,0,0,0,1,0,2,0,10,1
"Derbyshire","East","2015","Q4 2015","oct",2015-10-01,0,56,6,4,1,22,0,15,6,17,1,12,20
"Devon and Cornwall","West","2015","Q4 2015","oct",2015-10-01,0,73,0,7,1,10,9,8,4,25,0,26,21
"Dorset","West","2015","Q4 2015","oct",2015-10-01,1,32,6,3,2,11,0,7,0,8,1,9,10
"Durham","North","2015","Q4 2015","oct",2015-10-01,0,51,8,4,0,11,1,6,0,11,2,9,3
"Dyfed Powys","West","2015","Q4 2015","oct",2015-10-01,0,27,5,0,1,4,0,10,8,5,1,20,7
"Essex","East","2015","Q4 2015","oct",2015-10-01,1,113,17,3,3,28,4,5,10,5,7,89,24
"Gloucestershire","West","2015","Q4 2015","oct",2015-10-01,0,26,0,0,0,4,1,3,1,2,0,4,4
"GreaterManchester","North","2015","Q4 2015","oct",2015-10-01,2,139,20,4,6,17,15,10,10,17,6,73,46
"Gwent","West","2015","Q4 2015","oct",2015-10-01,0,28,6,0,0,4,0,3,3,4,0,8,7
"Hampshire","South","2015","Q4 2015","oct",2015-10-01,1,81,12,5,0,27,2,10,5,12,9,34,23
"Hertfordshire","East","2015","Q4 2015","oct",2015-10-01,0,32,0,4,1,10,0,3,3,8,0,12,12
"Humberside","North","2015","Q4 2015","oct",2015-10-01,0,27,11,2,0,5,0,3,3,7,3,21,17
"Kent","South","2015","Q4 2015","oct",2015-10-01,2,69,7,4,0,45,1,19,10,8,6,26,32
"Lancashire","North","2015","Q4 2015","oct",2015-10-01,0,91,6,5,7,17,2,10,4,17,0,54,15
"Leicestershire","East","2015","Q4 2015","oct",2015-10-01,0,47,4,7,1,17,1,9,2,18,4,23,13
"Lincolnshire","East","2015","Q4 2015","oct",2015-10-01,0,27,4,2,1,14,0,3,2,12,5,45,7
"Merseyside","North","2015","Q4 2015","oct",2015-10-01,0,84,5,4,1,9,2,12,6,20,11,31,12
"Metropolitan and City","South","2015","Q4 2015","oct",2015-10-01,5,862,76,49,31,207,58,79,94,154,51,450,251
"Norfolk","East","2015","Q4 2015","oct",2015-10-01,0,55,0,4,0,14,0,10,7,14,0,17,9
"Northamptonshire","East","2015","Q4 2015","oct",2015-10-01,0,48,5,1,0,12,1,9,1,13,3,11,20
"Northumbria","North","2015","Q4 2015","oct",2015-10-01,0,117,7,5,2,49,12,23,11,40,5,49,18
"North Wales","North","2015","Q4 2015","oct",2015-10-01,0,35,6,3,0,17,2,4,0,5,0,17,6
"North Yorkshire","Nortth","2015","Q4 2015","oct",2015-10-01,0,25,1,2,0,6,0,2,2,5,2,5,9
"Nottinghamshire","East","2015","Q4 2015","oct",2015-10-01,1,122,3,13,2,29,1,14,8,17,4,20,15
"South Wales","West","2015","Q4 2015","oct",2015-10-01,0,81,6,6,0,16,0,6,8,22,1,51,11
"South Yorkshire","North","2015","Q4 2015","oct",2015-10-01,0,74,1,8,3,9,2,24,8,16,3,22,24
"Staffordshire","West","2015","Q4 2015","oct",2015-10-01,2,74,4,5,2,18,0,7,8,10,4,61,12
"Suffolk","East","2015","Q4 2015","oct",2015-10-01,0,34,1,1,0,10,1,2,1,7,0,14,6
"Surrey","South","2015","Q4 2015","oct",2015-10-01,0,39,6,7,1,5,1,6,7,6,0,12,15
"Sussex","South","2015","Q4 2015","oct",2015-10-01,0,85,16,3,0,13,2,6,11,13,0,26,22
"Thames Valley","South","2015","Q4 2015","oct",2015-10-01,1,128,19,12,12,23,5,15,16,22,10,46,35
"Warwickshire","West","2015","Q4 2015","oct",2015-10-01,2,15,0,1,1,10,3,0,2,7,0,8,7
"West Mercia","West","2015","Q4 2015","oct",2015-10-01,1,55,11,7,1,14,3,7,4,10,2,32,9
"West Midlands","West","2015","Q4 2015","oct",2015-10-01,1,243,36,25,15,74,16,23,16,61,3,104,55
"West Yorkshire","North","2015","Q4 2015","oct",2015-10-01,0,120,5,11,3,25,3,12,11,17,3,48,38
"Wiltshire","West","2015","Q4 2015","oct",2015-10-01,0,20,2,0,1,8,6,2,2,7,3,6,5
"National","All","2015","Q4 2015","dec",2015-12-01,20,2884,332,229,79,666,178,354,279,624,107,1136,890
"Avon and Somerset","West","2015","Q4 2015","dec",2015-12-01,0,69,18,5,0,13,2,6,3,11,2,32,56
"Bedfordshire","East","2015","Q4 2015","dec",2015-12-01,0,13,3,3,1,5,0,3,0,3,0,0,11
"Cambridgeshire","East","2015","Q4 2015","dec",2015-12-01,0,30,0,1,0,4,1,7,2,5,5,7,12
"Cheshire","North","2015","Q4 2015","dec",2015-12-01,0,40,9,1,0,7,3,6,5,8,1,13,10
"Cleveland","North","2015","Q4 2015","dec",2015-12-01,0,26,2,6,5,13,0,7,4,12,2,7,7
"Cumbria","North","2015","Q4 2015","dec",2015-12-01,0,14,0,0,0,3,0,0,1,3,1,7,1
"Derbyshire","East","2015","Q4 2015","dec",2015-12-01,1,47,3,3,1,16,3,19,3,10,2,8,6
"Devon and Cornwall","West","2015","Q4 2015","dec",2015-12-01,0,53,3,2,0,6,5,8,5,16,0,16,3
"Dorset","West","2015","Q4 2015","dec",2015-12-01,1,24,2,3,2,7,1,3,2,10,2,9,24
"Durham","North","2015","Q4 2015","dec",2015-12-01,0,32,0,5,0,17,5,6,2,9,3,5,2
"Dyfed Powys","West","2015","Q4 2015","dec",2015-12-01,0,12,1,0,0,4,0,4,3,4,0,18,2
"Essex","East","2015","Q4 2015","dec",2015-12-01,3,94,9,5,3,18,6,9,5,9,0,73,25
"Gloucestershire","West","2015","Q4 2015","dec",2015-12-01,0,14,0,2,0,4,1,0,0,0,0,2,12
"GreaterManchester","North","2015","Q4 2015","dec",2015-12-01,1,151,19,6,1,20,11,11,3,33,1,67,32
"Gwent","West","2015","Q4 2015","dec",2015-12-01,0,20,6,1,1,3,4,6,1,5,0,10,4
"Hampshire","South","2015","Q4 2015","dec",2015-12-01,0,57,10,13,1,17,3,10,6,6,1,21,16
"Hertfordshire","East","2015","Q4 2015","dec",2015-12-01,0,14,2,3,0,7,3,5,2,3,1,5,22
"Humberside","North","2015","Q4 2015","dec",2015-12-01,0,24,11,3,0,8,0,3,5,9,1,7,12
"Kent","South","2015","Q4 2015","dec",2015-12-01,0,68,5,5,0,31,3,9,6,8,3,25,32
"Lancashire","North","2015","Q4 2015","dec",2015-12-01,2,84,0,11,1,17,3,9,10,22,2,51,16
"Leicestershire","East","2015","Q4 2015","dec",2015-12-01,0,38,9,4,0,12,7,6,5,6,1,19,22
"Lincolnshire","East","2015","Q4 2015","dec",2015-12-01,0,33,3,0,0,8,0,2,4,9,0,18,4
"Merseyside","North","2015","Q4 2015","dec",2015-12-01,2,68,13,5,4,14,2,8,15,14,12,23,15
"Metropolitan and City","South","2015","Q4 2015","dec",2015-12-01,5,774,61,55,19,165,53,62,80,162,22,291,233
"Norfolk","East","2015","Q4 2015","dec",2015-12-01,0,45,0,2,2,7,1,10,3,8,0,9,14
"Northamptonshire","East","2015","Q4 2015","dec",2015-12-01,0,45,3,7,1,9,4,10,5,8,1,28,20
"Northumbria","North","2015","Q4 2015","dec",2015-12-01,0,78,33,6,2,30,8,20,10,36,1,35,14
"North Wales","North","2015","Q4 2015","dec",2015-12-01,0,32,5,5,1,4,1,3,0,8,2,13,10
"North Yorkshire","Nortth","2015","Q4 2015","dec",2015-12-01,0,19,0,2,1,6,0,8,6,7,2,16,8
"Nottinghamshire","East","2015","Q4 2015","dec",2015-12-01,0,79,4,15,3,23,2,11,14,14,7,13,15
"South Wales","West","2015","Q4 2015","dec",2015-12-01,0,105,14,3,1,15,3,13,11,26,1,71,17
"South Yorkshire","North","2015","Q4 2015","dec",2015-12-01,1,50,2,2,4,17,2,5,3,11,0,12,27
"Staffordshire","West","2015","Q4 2015","dec",2015-12-01,0,50,2,3,0,14,1,10,8,7,0,29,8
"Suffolk","East","2015","Q4 2015","dec",2015-12-01,0,25,2,3,0,8,2,4,1,6,0,4,5
"Surrey","South","2015","Q4 2015","dec",2015-12-01,0,30,7,3,0,3,5,3,2,3,2,7,9
"Sussex","South","2015","Q4 2015","dec",2015-12-01,0,52,10,3,0,15,8,6,3,14,4,17,26
"Thames Valley","South","2015","Q4 2015","dec",2015-12-01,1,93,13,4,5,16,0,8,18,18,1,13,27
"Warwickshire","West","2015","Q4 2015","dec",2015-12-01,0,15,1,3,0,6,1,3,0,2,2,11,7
"West Mercia","West","2015","Q4 2015","dec",2015-12-01,0,52,9,2,1,8,2,4,6,9,0,39,7
"West Midlands","West","2015","Q4 2015","dec",2015-12-01,1,165,13,13,14,35,10,12,9,46,16,53,55
"West Yorkshire","North","2015","Q4 2015","dec",2015-12-01,2,132,23,10,5,23,8,15,8,20,6,30,33
"Wiltshire","West","2015","Q4 2015","dec",2015-12-01,0,18,2,1,0,8,4,0,0,4,0,2,9
"National","All","2016","Q1 2016","jan",2016-01-01,20,3262,367,242,114,757,171,369,303,722,125,1509,963
"Avon and Somerset","West","2016","Q1 2016","jan",2016-01-01,0,105,26,6,0,26,4,11,6,17,3,78,151
"Bedfordshire","East","2016","Q1 2016","jan",2016-01-01,0,47,1,2,5,7,1,4,2,13,1,29,9
"Cambridgeshire","East","2016","Q1 2016","jan",2016-01-01,2,27,2,5,2,4,1,2,1,3,0,14,17
"Cheshire","North","2016","Q1 2016","jan",2016-01-01,0,59,11,3,3,4,0,4,3,6,0,13,6
"Cleveland","North","2016","Q1 2016","jan",2016-01-01,0,32,2,5,0,14,0,6,7,9,1,8,4
"Cumbria","North","2016","Q1 2016","jan",2016-01-01,0,17,0,0,0,1,2,1,3,3,7,9,3
"Derbyshire","East","2016","Q1 2016","jan",2016-01-01,1,67,0,5,1,12,2,15,6,13,2,10,18
"Devon and Cornwall","West","2016","Q1 2016","jan",2016-01-01,0,93,3,8,0,15,6,4,5,12,1,26,21
"Dorset","West","2016","Q1 2016","jan",2016-01-01,0,36,3,1,0,2,0,1,2,4,0,3,8
"Durham","North","2016","Q1 2016","jan",2016-01-01,1,41,0,1,2,12,1,6,2,6,3,5,4
"Dyfed Powys","West","2016","Q1 2016","jan",2016-01-01,0,12,4,2,0,1,0,5,1,5,0,12,2
"Essex","East","2016","Q1 2016","jan",2016-01-01,0,88,24,6,4,10,1,9,4,12,1,67,19
"Gloucestershire","West","2016","Q1 2016","jan",2016-01-01,0,32,1,1,1,2,3,3,0,3,2,4,31
"GreaterManchester","North","2016","Q1 2016","jan",2016-01-01,1,119,24,11,3,23,2,13,11,24,12,67,42
"Gwent","West","2016","Q1 2016","jan",2016-01-01,0,22,5,1,0,4,0,5,0,5,1,12,3
"Hampshire","South","2016","Q1 2016","jan",2016-01-01,0,56,9,4,0,17,3,5,4,7,1,27,25
"Hertfordshire","East","2016","Q1 2016","jan",2016-01-01,0,96,6,1,1,19,10,6,7,18,1,38,13
