"county","region","year","quarter","month","yearandmonth","homicide_unsuc","offences_against_the_person_unsuc","sexual_offences_unsuc","burglary_unsuc","robbery_unsuc","theft_and_handling_unsuc","fraud_and_forgery_unsuc","criminal_damage_unsuc","drugs_offences_unsuc","public_order_offences_unsuc","all_other_offences__excluding_motoring__unsuc","motoring_offences_unsuc","admin_finalised_unsuc"
"Northamptonshire","East","2016","Q2 2016","apr",2016-04-01,0,41,1,4,0,6,2,6,1,4,0,25,11
"Northumbria","North","2016","Q2 2016","apr",2016-04-01,0,128,25,8,0,28,3,21,7,52,6,40,7
"North Wales","North","2016","Q2 2016","apr",2016-04-01,0,36,4,5,0,1,2,7,2,14,0,15,3
"North Yorkshire","Nortth","2016","Q2 2016","apr",2016-04-01,0,30,1,8,0,8,2,3,4,5,0,7,6
"Nottinghamshire","East","2016","Q2 2016","apr",2016-04-01,0,97,15,5,7,15,4,15,3,16,2,28,11
"South Wales","West","2016","Q2 2016","apr",2016-04-01,3,127,14,13,1,14,1,7,3,20,2,79,5
"South Yorkshire","North","2016","Q2 2016","apr",2016-04-01,0,68,0,10,4,12,4,15,5,14,0,17,14
"Staffordshire","West","2016","Q2 2016","apr",2016-04-01,1,48,6,3,1,10,0,14,4,4,1,49,9
"Suffolk","East","2016","Q2 2016","apr",2016-04-01,0,20,1,0,0,5,2,5,0,6,0,5,11
"Surrey","South","2016","Q2 2016","apr",2016-04-01,0,35,13,1,1,9,1,5,1,8,0,6,13
"Sussex","South","2016","Q2 2016","apr",2016-04-01,0,63,21,3,3,15,3,8,2,18,3,21,16
"Thames Valley","South","2016","Q2 2016","apr",2016-04-01,1,140,29,4,1,30,8,11,2,28,5,31,17
"Warwickshire","West","2016","Q2 2016","apr",2016-04-01,1,14,2,1,0,5,2,2,4,1,2,20,4
"West Mercia","West","2016","Q2 2016","apr",2016-04-01,0,50,13,3,5,10,4,3,5,4,2,32,8
"West Midlands","West","2016","Q2 2016","apr",2016-04-01,1,174,55,29,9,58,17,16,16,47,15,66,88
"West Yorkshire","North","2016","Q2 2016","apr",2016-04-01,1,116,12,13,2,20,6,14,30,20,11,49,33
"Wiltshire","West","2016","Q2 2016","apr",2016-04-01,0,10,4,0,0,7,2,2,4,1,0,5,5
"National","All","2016","Q2 2016","may",2016-05-01,27,2892,415,194,90,701,142,344,265,612,107,1320,720
"Avon and Somerset","West","2016","Q2 2016","may",2016-05-01,1,71,15,2,0,14,1,10,3,14,2,14,24
"Bedfordshire","East","2016","Q2 2016","may",2016-05-01,0,20,5,3,0,8,2,2,2,3,0,28,10
"Cambridgeshire","East","2016","Q2 2016","may",2016-05-01,0,33,3,0,0,5,1,6,0,3,0,6,12
"Cheshire","North","2016","Q2 2016","may",2016-05-01,0,55,10,1,3,10,0,5,6,16,1,20,11
"Cleveland","North","2016","Q2 2016","may",2016-05-01,0,28,0,2,0,22,3,9,7,10,0,13,11
"Cumbria","North","2016","Q2 2016","may",2016-05-01,0,14,0,1,0,3,0,2,0,5,0,10,2
"Derbyshire","East","2016","Q2 2016","may",2016-05-01,0,46,0,5,1,28,3,7,3,8,3,27,16
"Devon and Cornwall","West","2016","Q2 2016","may",2016-05-01,0,49,0,3,3,7,2,2,5,6,2,28,12
"Dorset","West","2016","Q2 2016","may",2016-05-01,0,20,1,2,0,6,4,2,3,3,1,9,14
"Durham","North","2016","Q2 2016","may",2016-05-01,0,14,0,2,0,6,1,6,1,6,6,2,3
"Dyfed Powys","West","2016","Q2 2016","may",2016-05-01,0,12,7,0,0,2,1,6,7,2,0,23,1
"Essex","East","2016","Q2 2016","may",2016-05-01,4,84,16,11,1,28,3,12,3,8,0,27,15
"Gloucestershire","West","2016","Q2 2016","may",2016-05-01,0,14,1,0,0,0,0,1,0,4,0,7,9
"GreaterManchester","North","2016","Q2 2016","may",2016-05-01,3,136,47,4,4,22,9,16,9,20,7,63,22
"Gwent","West","2016","Q2 2016","may",2016-05-01,0,22,0,0,0,5,0,7,1,5,3,4,6
"Hampshire","South","2016","Q2 2016","may",2016-05-01,1,45,10,3,2,8,4,7,5,6,3,26,9
"Hertfordshire","East","2016","Q2 2016","may",2016-05-01,0,42,3,0,3,20,0,5,1,6,0,29,3
"Humberside","North","2016","Q2 2016","may",2016-05-01,0,31,16,5,2,12,1,7,4,10,2,23,6
"Kent","South","2016","Q2 2016","may",2016-05-01,1,65,13,3,2,12,5,7,5,5,5,26,14
"Lancashire","North","2016","Q2 2016","may",2016-05-01,2,67,7,4,3,11,2,13,6,14,6,45,5
"Leicestershire","East","2016","Q2 2016","may",2016-05-01,1,26,15,3,1,9,2,5,2,8,4,22,13
"Lincolnshire","East","2016","Q2 2016","may",2016-05-01,0,32,0,0,1,11,3,5,4,10,8,24,9
"Merseyside","North","2016","Q2 2016","may",2016-05-01,0,61,10,2,1,10,2,13,15,10,0,22,18
"Metropolitan and City","South","2016","Q2 2016","may",2016-05-01,7,714,79,50,22,179,41,60,101,163,27,350,223
"Norfolk","East","2016","Q2 2016","may",2016-05-01,0,44,1,0,2,12,5,6,0,14,0,4,9
"Northamptonshire","East","2016","Q2 2016","may",2016-05-01,0,41,0,2,2,9,2,11,1,12,0,16,13
"Northumbria","North","2016","Q2 2016","may",2016-05-01,0,89,25,14,5,44,2,19,4,20,4,52,11
"North Wales","North","2016","Q2 2016","may",2016-05-01,0,36,9,0,0,3,2,2,0,7,1,18,3
"North Yorkshire","Nortth","2016","Q2 2016","may",2016-05-01,2,29,1,3,0,13,4,4,1,3,1,9,8
"Nottinghamshire","East","2016","Q2 2016","may",2016-05-01,1,84,9,4,1,25,3,10,5,20,3,25,12
"South Wales","West","2016","Q2 2016","may",2016-05-01,1,118,14,11,3,14,2,6,4,14,1,57,9
"South Yorkshire","North","2016","Q2 2016","may",2016-05-01,0,49,2,3,0,14,3,12,5,11,0,19,21
"Staffordshire","West","2016","Q2 2016","may",2016-05-01,0,62,3,1,2,11,1,7,2,8,1,37,17
"Suffolk","East","2016","Q2 2016","may",2016-05-01,0,16,3,1,2,7,1,0,0,2,0,4,9
"Surrey","South","2016","Q2 2016","may",2016-05-01,0,30,4,1,1,2,0,3,2,12,1,8,7
"Sussex","South","2016","Q2 2016","may",2016-05-01,0,47,15,3,1,11,2,2,4,9,1,12,14
"Thames Valley","South","2016","Q2 2016","may",2016-05-01,1,142,21,10,2,28,4,8,9,30,2,49,30
"Warwickshire","West","2016","Q2 2016","may",2016-05-01,0,16,2,1,1,5,3,3,0,4,0,20,7
"West Mercia","West","2016","Q2 2016","may",2016-05-01,0,55,5,7,1,9,3,6,6,7,2,28,8
"West Midlands","West","2016","Q2 2016","may",2016-05-01,2,174,23,14,16,33,10,16,11,67,9,60,54
"West Yorkshire","North","2016","Q2 2016","may",2016-05-01,0,138,19,12,2,17,5,14,18,20,1,48,18
"Wiltshire","West","2016","Q2 2016","may",2016-05-01,0,21,1,1,0,6,0,0,0,7,0,6,2
"National","All","2016","Q2 2016","jun",2016-06-01,21,3080,380,224,86,688,137,343,284,659,129,1381,770
"Avon and Somerset","West","2016","Q2 2016","jun",2016-06-01,0,65,20,5,3,19,1,9,15,14,1,28,21
"Bedfordshire","East","2016","Q2 2016","jun",2016-06-01,0,27,2,0,1,4,1,6,2,7,1,25,8
"Cambridgeshire","East","2016","Q2 2016","jun",2016-06-01,0,45,0,0,1,2,1,8,2,6,4,8,17
"Cheshire","North","2016","Q2 2016","jun",2016-06-01,0,52,0,3,4,5,0,7,2,11,2,22,12
"Cleveland","North","2016","Q2 2016","jun",2016-06-01,0,35,2,4,6,13,3,5,4,13,1,7,8
"Cumbria","North","2016","Q2 2016","jun",2016-06-01,0,26,0,4,0,6,1,3,3,5,1,10,3
"Derbyshire","East","2016","Q2 2016","jun",2016-06-01,0,37,0,0,4,18,8,10,4,9,5,26,19
"Devon and Cornwall","West","2016","Q2 2016","jun",2016-06-01,0,52,6,6,0,10,2,4,2,13,0,35,19
"Dorset","West","2016","Q2 2016","jun",2016-06-01,1,21,3,1,2,4,1,0,0,3,0,9,11
"Durham","North","2016","Q2 2016","jun",2016-06-01,0,30,0,4,0,12,0,1,0,16,1,10,2
"Dyfed Powys","West","2016","Q2 2016","jun",2016-06-01,1,17,3,3,0,2,2,1,3,2,0,23,2
"Essex","East","2016","Q2 2016","jun",2016-06-01,0,101,15,7,4,25,1,8,6,10,4,30,21
"Gloucestershire","West","2016","Q2 2016","jun",2016-06-01,0,18,1,1,1,4,1,5,0,0,0,4,7
"GreaterManchester","North","2016","Q2 2016","jun",2016-06-01,1,168,25,13,4,12,5,15,8,25,3,69,32
"Gwent","West","2016","Q2 2016","jun",2016-06-01,0,24,4,6,1,6,0,5,3,6,0,21,8
"Hampshire","South","2016","Q2 2016","jun",2016-06-01,0,53,5,2,1,14,4,4,5,6,2,30,14
"Hertfordshire","East","2016","Q2 2016","jun",2016-06-01,0,45,1,2,2,15,3,8,8,6,2,25,15
"Humberside","North","2016","Q2 2016","jun",2016-06-01,0,29,12,5,1,5,4,4,2,7,2,17,12
"Kent","South","2016","Q2 2016","jun",2016-06-01,1,64,11,4,0,15,4,10,8,13,4,21,29
"Lancashire","North","2016","Q2 2016","jun",2016-06-01,1,82,0,11,2,16,4,6,5,17,6,44,4
"Leicestershire","East","2016","Q2 2016","jun",2016-06-01,0,25,9,2,0,3,0,4,0,4,2,17,10
"Lincolnshire","East","2016","Q2 2016","jun",2016-06-01,0,37,0,5,1,7,0,2,2,9,8,30,6
"Merseyside","North","2016","Q2 2016","jun",2016-06-01,0,75,18,3,1,10,2,6,17,8,3,26,20
"Metropolitan and City","South","2016","Q2 2016","jun",2016-06-01,8,775,84,45,21,189,49,67,106,194,31,308,221
"Norfolk","East","2016","Q2 2016","jun",2016-06-01,1,38,0,3,1,9,0,6,2,8,0,5,13
"Northamptonshire","East","2016","Q2 2016","jun",2016-06-01,0,37,0,2,1,8,1,1,1,8,1,18,17
"Northumbria","North","2016","Q2 2016","jun",2016-06-01,1,134,19,12,5,47,3,28,8,45,5,50,6
"North Wales","North","2016","Q2 2016","jun",2016-06-01,0,33,2,0,0,9,0,5,3,8,1,20,2
"North Yorkshire","Nortth","2016","Q2 2016","jun",2016-06-01,0,25,1,1,0,7,1,0,4,4,2,7,6
"Nottinghamshire","East","2016","Q2 2016","jun",2016-06-01,0,69,12,9,3,27,4,14,6,16,2,33,20
"South Wales","West","2016","Q2 2016","jun",2016-06-01,0,124,10,6,0,14,4,9,5,13,2,75,12
"South Yorkshire","North","2016","Q2 2016","jun",2016-06-01,0,54,2,4,1,19,0,6,6,9,1,25,10
"Staffordshire","West","2016","Q2 2016","jun",2016-06-01,0,65,4,4,1,12,1,10,2,7,3,44,8
"Suffolk","East","2016","Q2 2016","jun",2016-06-01,0,16,1,1,0,3,0,3,0,3,1,4,6
"Surrey","South","2016","Q2 2016","jun",2016-06-01,0,43,9,4,0,4,1,5,2,1,3,16,15
"Sussex","South","2016","Q2 2016","jun",2016-06-01,0,46,17,9,3,11,0,9,5,8,0,12,13
"Thames Valley","South","2016","Q2 2016","jun",2016-06-01,1,108,21,9,1,25,6,14,2,25,2,32,20
"Warwickshire","West","2016","Q2 2016","jun",2016-06-01,0,19,1,1,1,2,1,2,0,3,0,36,6
"West Mercia","West","2016","Q2 2016","jun",2016-06-01,0,31,6,3,0,9,0,5,6,7,0,32,6
"West Midlands","West","2016","Q2 2016","jun",2016-06-01,5,201,33,14,8,42,12,13,14,62,17,76,57
"West Yorkshire","North","2016","Q2 2016","jun",2016-06-01,0,114,17,6,1,17,5,10,10,27,1,41,28
"Wiltshire","West","2016","Q2 2016","jun",2016-06-01,0,20,4,0,0,7,1,5,1,1,5,10,4
"National","All","2016","Q3 2016","jul",2016-07-01,35,3087,363,191,103,637,179,337,260,634,128,1317,803
"Avon and Somerset","West","2016","Q3 2016","jul",2016-07-01,6,89,10,3,1,13,3,7,2,10,2,32,35
"Bedfordshire","East","2016","Q3 2016","jul",2016-07-01,2,16,2,1,1,7,0,0,2,5,2,19,10
"Cambridgeshire","East","2016","Q3 2016","jul",2016-07-01,0,26,2,2,1,3,0,4,1,4,0,11,11
"Cheshire","North","2016","Q3 2016","jul",2016-07-01,0,51,8,5,2,8,0,6,2,9,2,18,6
"Cleveland","North","2016","Q3 2016","jul",2016-07-01,0,43,1,4,4,15,0,11,3,13,5,3,6
"Cumbria","North","2016","Q3 2016","jul",2016-07-01,0,26,1,1,0,6,1,7,3,3,0,7,3
"Derbyshire","East","2016","Q3 2016","jul",2016-07-01,0,40,0,3,0,10,0,9,7,10,3,24,22
"Devon and Cornwall","West","2016","Q3 2016","jul",2016-07-01,1,58,2,2,1,5,6,3,0,10,0,27,9
"Dorset","West","2016","Q3 2016","jul",2016-07-01,0,19,3,3,0,3,0,2,1,8,0,10,9
"Durham","North","2016","Q3 2016","jul",2016-07-01,1,23,1,1,1,5,1,5,0,8,0,6,7
"Dyfed Powys","West","2016","Q3 2016","jul",2016-07-01,1,12,3,0,0,2,3,0,0,2,1,15,6
"Essex","East","2016","Q3 2016","jul",2016-07-01,0,72,14,5,6,18,5,10,4,9,4,43,28
"Gloucestershire","West","2016","Q3 2016","jul",2016-07-01,0,18,0,2,0,3,0,1,0,11,0,3,4
"GreaterManchester","North","2016","Q3 2016","jul",2016-07-01,0,127,35,6,7,16,7,5,19,15,3,91,31
"Gwent","West","2016","Q3 2016","jul",2016-07-01,0,17,4,1,0,6,0,5,2,1,1,10,1
"Hampshire","South","2016","Q3 2016","jul",2016-07-01,0,38,9,5,0,10,6,6,3,11,1,16,13
"Hertfordshire","East","2016","Q3 2016","jul",2016-07-01,1,32,2,0,2,17,2,2,2,11,1,27,12
"Humberside","North","2016","Q3 2016","jul",2016-07-01,0,31,12,9,3,3,0,7,2,5,1,10,9
"Kent","South","2016","Q3 2016","jul",2016-07-01,0,67,9,4,0,14,6,8,8,7,12,23,23
"Lancashire","North","2016","Q3 2016","jul",2016-07-01,0,87,1,6,3,14,3,9,8,12,7,47,6
"Leicestershire","East","2016","Q3 2016","jul",2016-07-01,0,34,8,0,0,5,2,5,1,6,3,14,7
"Lincolnshire","East","2016","Q3 2016","jul",2016-07-01,0,41,0,0,4,10,2,5,1,14,9,36,12
"Merseyside","North","2016","Q3 2016","jul",2016-07-01,0,53,8,3,1,5,9,7,9,12,2,23,15
"Metropolitan and City","South","2016","Q3 2016","jul",2016-07-01,9,862,75,47,33,194,54,85,102,165,29,301,222
"Norfolk","East","2016","Q3 2016","jul",2016-07-01,0,34,2,3,0,7,2,6,0,6,2,4,12
"Northamptonshire","East","2016","Q3 2016","jul",2016-07-01,0,36,0,0,0,8,0,1,0,4,14,13,21
"Northumbria","North","2016","Q3 2016","jul",2016-07-01,1,85,14,10,4,24,5,19,3,31,4,37,13
"North Wales","North","2016","Q3 2016","jul",2016-07-01,0,40,7,2,0,7,3,4,2,12,0,19,6
"North Yorkshire","Nortth","2016","Q3 2016","jul",2016-07-01,0,32,0,2,0,10,4,4,5,6,0,15,10
"Nottinghamshire","East","2016","Q3 2016","jul",2016-07-01,1,63,7,11,3,20,6,8,9,19,4,26,26
"South Wales","West","2016","Q3 2016","jul",2016-07-01,0,124,9,7,1,20,4,14,10,22,1,78,11
"South Yorkshire","North","2016","Q3 2016","jul",2016-07-01,3,76,0,4,1,12,3,8,1,4,1,29,20
"Staffordshire","West","2016","Q3 2016","jul",2016-07-01,4,83,8,0,0,3,1,7,4,21,1,39,15
"Suffolk","East","2016","Q3 2016","jul",2016-07-01,0,19,4,1,0,6,2,2,1,8,1,2,15
"Surrey","South","2016","Q3 2016","jul",2016-07-01,0,39,5,0,1,1,1,2,2,6,0,11,5
"Sussex","South","2016","Q3 2016","jul",2016-07-01,2,62,16,3,8,13,5,8,5,9,3,17,12
"Thames Valley","South","2016","Q3 2016","jul",2016-07-01,0,122,22,6,1,22,6,6,5,22,3,28,15
"Warwickshire","West","2016","Q3 2016","jul",2016-07-01,0,13,1,1,0,6,4,4,2,2,1,14,2
"West Mercia","West","2016","Q3 2016","jul",2016-07-01,0,41,11,6,1,16,1,8,4,13,1,45,3
"West Midlands","West","2016","Q3 2016","jul",2016-07-01,2,209,25,14,8,44,15,12,15,57,3,77,75
"West Yorkshire","North","2016","Q3 2016","jul",2016-07-01,1,120,20,8,5,20,5,13,7,26,1,43,32
"Wiltshire","West","2016","Q3 2016","jul",2016-07-01,0,7,2,0,0,6,2,2,3,5,0,4,3
"National","All","2016","Q3 2016","aug",2016-08-01,15,3064,362,209,88,640,131,381,267,576,104,1252,771
"Avon and Somerset","West","2016","Q3 2016","aug",2016-08-01,0,51,20,4,0,19,0,9,14,12,5,29,25
"Bedfordshire","East","2016","Q3 2016","aug",2016-08-01,0,25,1,2,1,6,1,4,3,2,0,17,10
"Cambridgeshire","East","2016","Q3 2016","aug",2016-08-01,1,31,3,1,4,9,1,5,1,5,0,7,14
"Cheshire","North","2016","Q3 2016","aug",2016-08-01,0,61,9,1,0,12,1,4,4,13,1,26,5
"Cleveland","North","2016","Q3 2016","aug",2016-08-01,0,41,0,9,0,8,0,10,7,7,5,6,6
"Cumbria","North","2016","Q3 2016","aug",2016-08-01,0,14,0,2,0,6,1,7,0,2,0,3,2
"Derbyshire","East","2016","Q3 2016","aug",2016-08-01,0,36,0,3,2,8,2,6,5,11,4,32,14
"Devon and Cornwall","West","2016","Q3 2016","aug",2016-08-01,1,50,1,7,0,5,2,3,5,10,0,27,6
"Dorset","West","2016","Q3 2016","aug",2016-08-01,0,26,2,2,1,5,0,4,0,4,0,11,17
"Durham","North","2016","Q3 2016","aug",2016-08-01,0,25,0,1,1,6,1,2,0,4,1,4,8
"Dyfed Powys","West","2016","Q3 2016","aug",2016-08-01,0,12,2,1,0,2,1,3,4,1,0,18,1
"Essex","East","2016","Q3 2016","aug",2016-08-01,0,89,22,4,3,29,6,5,4,15,1,36,24
"Gloucestershire","West","2016","Q3 2016","aug",2016-08-01,0,33,1,0,1,4,1,3,2,4,1,5,10
"GreaterManchester","North","2016","Q3 2016","aug",2016-08-01,0,135,37,5,6,16,1,12,9,20,4,60,36
"Gwent","West","2016","Q3 2016","aug",2016-08-01,0,20,4,2,1,4,0,9,3,0,2,11,4
"Hampshire","South","2016","Q3 2016","aug",2016-08-01,0,45,7,1,1,6,2,3,4,8,2,15,30
"Hertfordshire","East","2016","Q3 2016","aug",2016-08-01,1,51,2,3,0,9,2,10,6,8,3,26,10
"Humberside","North","2016","Q3 2016","aug",2016-08-01,0,35,11,6,1,9,0,1,4,7,2,18,10
"Kent","South","2016","Q3 2016","aug",2016-08-01,0,66,12,6,3,16,3,3,4,9,1,23,16
"Lancashire","North","2016","Q3 2016","aug",2016-08-01,0,51,2,5,1,16,1,10,5,23,1,38,6
"Leicestershire","East","2016","Q3 2016","aug",2016-08-01,0,36,6,5,0,5,1,7,0,2,5,32,7
"Lincolnshire","East","2016","Q3 2016","aug",2016-08-01,0,31,0,3,0,17,1,4,0,10,6,19,7
"Merseyside","North","2016","Q3 2016","aug",2016-08-01,0,66,3,0,1,12,0,7,9,9,3,30,7
"Metropolitan and City","South","2016","Q3 2016","aug",2016-08-01,5,821,65,49,26,189,51,73,93,153,17,298,190
"Norfolk","East","2016","Q3 2016","aug",2016-08-01,0,45,1,0,0,9,0,6,0,10,3,12,12
"Northamptonshire","East","2016","Q3 2016","aug",2016-08-01,0,27,1,0,0,4,1,2,0,4,1,13,11
"Northumbria","North","2016","Q3 2016","aug",2016-08-01,1,96,14,14,2,38,4,17,10,36,3,43,9
"North Wales","North","2016","Q3 2016","aug",2016-08-01,0,37,2,3,1,8,4,6,3,6,1,13,8
"North Yorkshire","Nortth","2016","Q3 2016","aug",2016-08-01,0,31,1,9,0,6,4,6,0,8,0,5,8
"Nottinghamshire","East","2016","Q3 2016","aug",2016-08-01,0,74,10,4,3,14,3,13,13,13,2,21,40
"South Wales","West","2016","Q3 2016","aug",2016-08-01,2,149,8,11,3,14,1,11,4,14,5,51,11
"South Yorkshire","North","2016","Q3 2016","aug",2016-08-01,0,63,1,3,1,12,1,10,5,9,1,24,25
"Staffordshire","West","2016","Q3 2016","aug",2016-08-01,0,70,7,4,1,13,0,15,0,9,3,37,8
"Suffolk","East","2016","Q3 2016","aug",2016-08-01,0,19,2,1,0,7,1,1,1,8,0,5,7
"Surrey","South","2016","Q3 2016","aug",2016-08-01,0,32,1,1,0,2,0,2,1,6,0,7,9
"Sussex","South","2016","Q3 2016","aug",2016-08-01,0,63,17,2,3,4,4,9,4,14,5,16,13
"Thames Valley","South","2016","Q3 2016","aug",2016-08-01,1,137,28,12,5,17,6,22,5,24,1,49,19
"Warwickshire","West","2016","Q3 2016","aug",2016-08-01,0,20,3,0,0,4,1,5,0,4,0,23,6
"West Mercia","West","2016","Q3 2016","aug",2016-08-01,2,47,6,2,2,14,1,10,5,8,1,29,13
"West Midlands","West","2016","Q3 2016","aug",2016-08-01,1,164,32,11,9,37,15,13,15,41,14,62,76
"West Yorkshire","North","2016","Q3 2016","aug",2016-08-01,0,127,15,6,5,16,5,28,11,17,0,43,27
"Wiltshire","West","2016","Q3 2016","aug",2016-08-01,0,12,3,4,0,3,1,1,4,6,0,8,4
"National","All","2016","Q3 2016","sep",2016-09-01,9,3101,408,199,93,682,153,348,284,562,144,1305,849
"Avon and Somerset","West","2016","Q3 2016","sep",2016-09-01,0,66,14,4,0,19,1,7,1,15,1,32,32
"Bedfordshire","East","2016","Q3 2016","sep",2016-09-01,0,26,0,2,2,7,1,4,1,1,5,18,13
"Cambridgeshire","East","2016","Q3 2016","sep",2016-09-01,0,29,2,2,1,12,2,3,2,14,5,10,9
"Cheshire","North","2016","Q3 2016","sep",2016-09-01,0,65,10,1,0,7,1,5,5,14,1,14,7
"Cleveland","North","2016","Q3 2016","sep",2016-09-01,0,41,1,3,3,16,0,11,7,7,2,12,11
"Cumbria","North","2016","Q3 2016","sep",2016-09-01,0,15,2,0,0,4,0,2,0,6,1,9,2
"Derbyshire","East","2016","Q3 2016","sep",2016-09-01,0,48,0,7,1,15,3,6,3,4,0,24,17
"Devon and Cornwall","West","2016","Q3 2016","sep",2016-09-01,1,35,2,2,0,5,3,3,3,7,2,10,10
"Dorset","West","2016","Q3 2016","sep",2016-09-01,0,26,3,4,1,1,2,6,0,4,1,10,8
"Durham","North","2016","Q3 2016","sep",2016-09-01,0,33,0,0,0,5,0,2,0,6,0,9,5
"Dyfed Powys","West","2016","Q3 2016","sep",2016-09-01,0,18,4,0,0,3,2,3,3,3,1,16,2
"Essex","East","2016","Q3 2016","sep",2016-09-01,0,84,15,4,1,20,8,7,6,16,2,27,22
"Gloucestershire","West","2016","Q3 2016","sep",2016-09-01,0,16,1,2,0,2,1,0,4,3,0,5,12
"GreaterManchester","North","2016","Q3 2016","sep",2016-09-01,0,127,30,7,4,21,6,13,8,16,16,79,20
"Gwent","West","2016","Q3 2016","sep",2016-09-01,0,17,5,2,0,4,3,5,4,7,1,11,6
"Hampshire","South","2016","Q3 2016","sep",2016-09-01,0,35,6,3,1,15,3,8,7,9,2,18,4
"Hertfordshire","East","2016","Q3 2016","sep",2016-09-01,1,46,0,4,0,16,4,8,3,8,1,25,14
"Humberside","North","2016","Q3 2016","sep",2016-09-01,0,29,16,5,2,10,0,4,4,4,2,28,10
"Kent","South","2016","Q3 2016","sep",2016-09-01,2,68,12,6,0,9,3,7,5,16,4,27,21
"Lancashire","North","2016","Q3 2016","sep",2016-09-01,0,61,1,8,1,11,1,21,10,5,3,40,12
"Leicestershire","East","2016","Q3 2016","sep",2016-09-01,0,33,5,3,0,7,2,8,3,5,4,20,11
"Lincolnshire","East","2016","Q3 2016","sep",2016-09-01,0,31,0,1,0,5,2,7,0,5,7,21,8
"Merseyside","North","2016","Q3 2016","sep",2016-09-01,0,94,3,4,1,17,5,8,17,11,5,23,14
"Metropolitan and City","South","2016","Q3 2016","sep",2016-09-01,4,834,84,47,35,220,50,68,111,165,30,317,227
"Norfolk","East","2016","Q3 2016","sep",2016-09-01,0,32,2,2,0,5,1,3,1,6,8,3,4
"Northamptonshire","East","2016","Q3 2016","sep",2016-09-01,0,30,0,0,4,2,2,7,0,5,1,15,13
"Northumbria","North","2016","Q3 2016","sep",2016-09-01,0,116,29,5,1,29,3,12,6,31,4,40,25
"North Wales","North","2016","Q3 2016","sep",2016-09-01,0,38,2,1,1,8,1,5,1,4,1,17,4
"North Yorkshire","Nortth","2016","Q3 2016","sep",2016-09-01,0,35,2,2,0,14,3,2,3,6,2,8,8
"Nottinghamshire","East","2016","Q3 2016","sep",2016-09-01,0,74,14,4,1,15,3,9,11,13,4,26,27
"South Wales","West","2016","Q3 2016","sep",2016-09-01,0,137,14,6,4,22,1,10,8,9,5,64,21
"South Yorkshire","North","2016","Q3 2016","sep",2016-09-01,0,51,2,2,3,14,3,9,2,9,2,24,22
"Staffordshire","West","2016","Q3 2016","sep",2016-09-01,0,67,7,3,0,8,0,9,1,10,2,22,25
"Suffolk","East","2016","Q3 2016","sep",2016-09-01,0,25,1,0,2,2,0,1,2,3,0,5,14
"Surrey","South","2016","Q3 2016","sep",2016-09-01,0,42,7,1,0,5,5,2,4,5,0,8,12
"Sussex","South","2016","Q3 2016","sep",2016-09-01,0,58,14,6,0,14,2,7,2,11,2,14,12
"Thames Valley","South","2016","Q3 2016","sep",2016-09-01,1,103,35,6,4,16,5,9,5,11,4,46,32
"Warwickshire","West","2016","Q3 2016","sep",2016-09-01,0,11,4,2,0,3,2,2,1,4,0,10,5
"West Mercia","West","2016","Q3 2016","sep",2016-09-01,0,61,9,4,0,8,0,5,1,7,0,58,16
"West Midlands","West","2016","Q3 2016","sep",2016-09-01,0,188,34,15,17,43,8,17,12,53,11,83,76
"West Yorkshire","North","2016","Q3 2016","sep",2016-09-01,0,136,16,13,3,19,11,23,17,20,2,50,35
"Wiltshire","West","2016","Q3 2016","sep",2016-09-01,0,20,0,6,0,4,0,0,0,4,0,7,1
"National","All","2016","Q4 2016","oct",2016-10-01,27,2865,370,185,105,570,147,353,264,566,97,1273,831
"Avon and Somerset","West","2016","Q4 2016","oct",2016-10-01,1,67,9,6,0,28,1,16,7,17,1,37,23
"Bedfordshire","East","2016","Q4 2016","oct",2016-10-01,0,25,2,0,1,6,1,2,1,4,1,34,14
"Cambridgeshire","East","2016","Q4 2016","oct",2016-10-01,0,18,2,1,4,9,0,3,2,3,0,9,16
"Cheshire","North","2016","Q4 2016","oct",2016-10-01,0,65,14,2,1,9,1,9,2,11,3,22,8
"Cleveland","North","2016","Q4 2016","oct",2016-10-01,0,36,5,6,2,14,1,12,2,1,0,9,4
"Cumbria","North","2016","Q4 2016","oct",2016-10-01,0,8,0,0,0,3,0,4,1,3,0,9,3
"Derbyshire","East","2016","Q4 2016","oct",2016-10-01,0,31,1,9,1,21,2,7,6,7,2,21,11
"Devon and Cornwall","West","2016","Q4 2016","oct",2016-10-01,0,33,6,2,0,4,3,5,4,11,2,20,12
"Dorset","West","2016","Q4 2016","oct",2016-10-01,0,19,1,4,0,3,2,2,1,2,0,9,12
"Durham","North","2016","Q4 2016","oct",2016-10-01,0,20,2,2,0,6,1,1,2,4,0,3,2
"Dyfed Powys","West","2016","Q4 2016","oct",2016-10-01,0,15,2,1,1,1,0,5,1,2,0,15,1
"Essex","East","2016","Q4 2016","oct",2016-10-01,3,68,17,4,0,16,11,5,5,6,5,33,14
"Gloucestershire","West","2016","Q4 2016","oct",2016-10-01,0,19,0,0,1,6,2,1,0,4,0,6,7
"GreaterManchester","North","2016","Q4 2016","oct",2016-10-01,0,135,31,6,3,7,3,18,10,11,7,70,21
"Gwent","West","2016","Q4 2016","oct",2016-10-01,0,21,1,3,0,7,0,4,4,3,1,14,4
